pair_id,context_type,target_answer,predicted_answer,is_correct,yes_logit,no_logit,yes_prob,no_prob,group
145,neutral,No ,No,False,-116.44226837158203,-116.30693054199219,0.46621713042259216,0.533782958984375,all_virtue
146,moral,Yes ,No,False,-152.03843688964844,-151.4326934814453,0.3530307710170746,0.646969199180603,all_virtue
146,moral,No ,No,False,-170.02528381347656,-169.27818298339844,0.32145336270332336,0.678546667098999,all_virtue
146,neutral,Yes ,Yes,False,-131.06979370117188,-131.30154418945312,0.5576797127723694,0.442320317029953,all_virtue
146,neutral,No ,Yes,False,-146.2420196533203,-146.24436950683594,0.5005874633789062,0.49941253662109375,all_virtue
147,moral,Yes ,Yes,False,-165.37144470214844,-165.89418029785156,0.627787172794342,0.3722127676010132,all_virtue
147,moral,No ,No,False,-165.86904907226562,-165.53567504882812,0.4174199104309082,0.5825800895690918,all_virtue
147,neutral,Yes ,Yes,False,-134.75399780273438,-134.9269256591797,0.5431245565414429,0.4568754732608795,all_virtue
147,neutral,No ,No,False,-136.36337280273438,-136.35691833496094,0.498386412858963,0.5016136169433594,all_virtue
148,moral,Yes ,No,False,-166.03448486328125,-164.9095916748047,0.24510477483272552,0.7548952102661133,all_virtue
148,moral,No ,No,False,-167.7882537841797,-166.4703369140625,0.21116508543491364,0.7888349294662476,all_virtue
148,neutral,Yes ,No,False,-143.45628356933594,-142.43450927734375,0.26468193531036377,0.7353180050849915,all_virtue
148,neutral,No ,No,False,-153.9165496826172,-152.83721923828125,0.25363272428512573,0.7463672161102295,all_virtue
149,moral,Yes ,No,False,-152.68316650390625,-151.98324584960938,0.33182981610298157,0.668170154094696,all_virtue
149,moral,No ,No,False,-152.95205688476562,-152.15541076660156,0.31074339151382446,0.6892565488815308,all_virtue
149,neutral,Yes ,Yes,False,-129.2890625,-129.4308624267578,0.5353906750679016,0.464609295129776,all_virtue
149,neutral,No ,No,False,-128.02244567871094,-127.9178695678711,0.47387972474098206,0.5261201858520508,all_virtue
150,moral,Yes ,No,False,-148.16244506835938,-147.9700927734375,0.45205965638160706,0.5479403734207153,all_virtue
150,moral,No ,No,False,-164.00775146484375,-163.67922973632812,0.4186003804206848,0.58139967918396,all_virtue
150,neutral,Yes ,No,False,-127.02677154541016,-126.88297271728516,0.4641121029853821,0.5358878970146179,all_virtue
150,neutral,No ,No,False,-135.7325897216797,-135.67953491210938,0.4867393970489502,0.5132606029510498,all_virtue
151,moral,Yes ,No,False,-155.3322296142578,-154.3975372314453,0.2819736897945404,0.7180262804031372,all_virtue
151,moral,No ,No,False,-154.7710723876953,-153.70216369628906,0.2556106746196747,0.7443892955780029,all_virtue
151,neutral,Yes ,No,False,-146.0940399169922,-144.90284729003906,0.23304571211338043,0.7669543027877808,all_virtue
151,neutral,No ,No,False,-151.45159912109375,-150.04188537597656,0.19627919793128967,0.8037207722663879,all_virtue
152,moral,Yes ,No,False,-154.90280151367188,-153.58839416503906,0.21175026893615723,0.7882497310638428,all_virtue
152,moral,No ,No,False,-159.56817626953125,-158.58206176757812,0.27168023586273193,0.7283197641372681,all_virtue
152,neutral,Yes ,No,False,-139.353515625,-138.9988250732422,0.41224542260169983,0.5877545475959778,all_virtue
152,neutral,No ,No,False,-146.33103942871094,-146.09295654296875,0.4407588243484497,0.5592411160469055,all_virtue
153,moral,Yes ,No,False,-149.40512084960938,-149.2837371826172,0.46969130635261536,0.530308723449707,all_virtue
153,moral,No ,No,False,-151.93222045898438,-151.21575927734375,0.3281727135181427,0.6718272566795349,all_virtue
153,neutral,Yes ,Yes,False,-125.15074920654297,-125.2544174194336,0.5258938670158386,0.4741061329841614,all_virtue
153,neutral,No ,No,False,-124.11088562011719,-123.63164520263672,0.3824315071105957,0.6175684928894043,all_virtue
154,moral,No ,No,False,-137.80714416503906,-137.74417114257812,0.48426195979118347,0.5157380700111389,all_virtue
154,neutral,Yes ,Yes,False,-131.39561462402344,-131.5657196044922,0.5424240231513977,0.45757603645324707,all_virtue
154,neutral,No ,Yes,False,-129.21739196777344,-129.48956298828125,0.5676258206367493,0.4323742091655731,all_virtue
155,moral,Yes ,No,False,-151.28311157226562,-151.0061798095703,0.4312061369419098,0.5687938332557678,all_virtue
155,moral,No ,No,False,-158.7342071533203,-158.3468780517578,0.40436044335365295,0.5956395864486694,all_virtue
155,neutral,Yes ,No,False,-124.56281280517578,-124.56272888183594,0.49997901916503906,0.5000209808349609,all_virtue
155,neutral,No ,Yes,False,-139.4698486328125,-139.53097534179688,0.5152769088745117,0.4847230613231659,all_virtue
156,moral,Yes ,No,False,-155.52232360839844,-154.6006622314453,0.2846195101737976,0.7153805494308472,all_virtue
156,moral,No ,No,False,-153.52200317382812,-152.63296508789062,0.29130837321281433,0.7086915969848633,all_virtue
156,neutral,Yes ,No,False,-125.35427856445312,-124.75363159179688,0.3541957139968872,0.6458043456077576,all_virtue
156,neutral,No ,No,False,-130.19981384277344,-129.46920776367188,0.32506173849105835,0.6749382615089417,all_virtue
157,moral,Yes ,No,False,-163.9051971435547,-163.63632202148438,0.43318331241607666,0.5668167471885681,all_virtue
157,moral,No ,No,False,-167.49713134765625,-166.73666381835938,0.31854477524757385,0.6814552545547485,all_virtue
157,neutral,Yes ,Yes,False,-157.73779296875,-157.94358825683594,0.5512680411338806,0.44873201847076416,all_virtue
157,neutral,No ,No,False,-158.53854370117188,-158.3294677734375,0.4479205906391144,0.5520793795585632,all_virtue
158,moral,Yes ,No,False,-161.72804260253906,-161.03211975097656,0.33271679282188416,0.6672831773757935,all_virtue
158,moral,No ,No,False,-166.60581970214844,-165.76904296875,0.3022140562534332,0.6977859139442444,all_virtue
158,neutral,Yes ,No,False,-144.23629760742188,-143.5082550048828,0.32562440633773804,0.674375593662262,all_virtue
158,neutral,No ,No,False,-154.29290771484375,-153.53530883789062,0.3191677927970886,0.6808321475982666,all_virtue
159,moral,Yes ,No,False,-165.53317260742188,-165.17343139648438,0.41102224588394165,0.5889778137207031,all_virtue
159,moral,No ,No,False,-164.25193786621094,-163.99868774414062,0.43702369928359985,0.5629763007164001,all_virtue
159,neutral,Yes ,No,False,-149.84068298339844,-149.0747528076172,0.31736013293266296,0.6826398372650146,all_virtue
159,neutral,No ,No,False,-149.5743865966797,-148.97093200683594,0.35355374217033386,0.6464462876319885,all_virtue
160,moral,Yes ,No,False,-149.05604553222656,-148.74880981445312,0.4237895905971527,0.5762103796005249,all_virtue
160,moral,No ,No,False,-151.33206176757812,-150.96405029296875,0.4090215861797333,0.5909783840179443,all_virtue
160,neutral,Yes ,No,False,-148.98699951171875,-148.8543701171875,0.46689116954803467,0.5331088304519653,all_virtue
160,neutral,No ,No,False,-152.1574249267578,-151.95643615722656,0.44992125034332275,0.5500786900520325,all_virtue
161,moral,Yes ,No,False,-150.22886657714844,-149.178466796875,0.25914835929870605,0.7408517003059387,all_virtue
161,moral,No ,No,False,-156.24351501464844,-155.10760498046875,0.24307206273078918,0.7569279074668884,all_virtue
161,neutral,Yes ,No,False,-138.2364044189453,-137.80999755859375,0.3949846923351288,0.6050153374671936,all_virtue
161,neutral,No ,No,False,-142.83657836914062,-142.414794921875,0.3960900902748108,0.603909969329834,all_virtue
162,moral,Yes ,No,False,-164.15475463867188,-164.03997802734375,0.47133728861808777,0.5286626815795898,all_virtue
162,moral,No ,No,False,-158.89547729492188,-158.20848083496094,0.3347015380859375,0.6652984023094177,all_virtue
162,neutral,Yes ,No,False,-147.2288055419922,-146.72860717773438,0.37749406695365906,0.6225059628486633,all_virtue
162,neutral,No ,No,False,-148.74301147460938,-148.05825805664062,0.3352012038230896,0.6647987961769104,all_virtue
163,moral,Yes ,No,False,-150.18544006347656,-150.07423400878906,0.4722270965576172,0.5277729034423828,all_virtue
163,moral,No ,No,False,-148.27818298339844,-147.70188903808594,0.359785795211792,0.640214204788208,all_virtue
163,neutral,Yes ,Yes,False,-136.8516387939453,-136.8864288330078,0.5086966156959534,0.49130332469940186,all_virtue
163,neutral,No ,No,False,-125.21797943115234,-125.13491821289062,0.4792466461658478,0.5207533836364746,all_virtue
164,moral,Yes ,No,False,-149.00425720214844,-148.30552673339844,0.332093745470047,0.6679062247276306,all_virtue
164,moral,No ,No,False,-152.2599334716797,-151.16354370117188,0.25041696429252625,0.7495830655097961,all_virtue
164,neutral,Yes ,No,False,-135.50494384765625,-135.37115478515625,0.46660250425338745,0.5333974361419678,all_virtue
164,neutral,No ,No,False,-135.7157745361328,-135.26060485839844,0.38813233375549316,0.6118676662445068,all_virtue
165,moral,Yes ,No,False,-156.44271850585938,-155.7959442138672,0.3437168300151825,0.6562831997871399,all_virtue
165,moral,No ,No,False,-160.08798217773438,-159.1575164794922,0.28283023834228516,0.7171697020530701,all_virtue
165,neutral,Yes ,Yes,False,-136.71453857421875,-136.89573669433594,0.5451760292053223,0.4548240303993225,all_virtue
165,neutral,No ,No,False,-142.2351531982422,-141.89866638183594,0.4166630804538727,0.5833368301391602,all_virtue
166,moral,Yes ,No,False,-158.3759002685547,-157.78659057617188,0.35679325461387634,0.6432067155838013,all_virtue
166,moral,No ,No,False,-160.2629852294922,-159.24560546875,0.26553812623023987,0.7344619035720825,all_virtue
166,neutral,Yes ,No,False,-149.3742218017578,-149.11630249023438,0.4358752369880676,0.5641247034072876,all_virtue
166,neutral,No ,No,False,-153.47438049316406,-153.0229034423828,0.38900962471961975,0.6109903454780579,all_virtue
167,moral,Yes ,No,False,-149.40135192871094,-148.75962829589844,0.34485700726509094,0.6551429629325867,all_virtue
167,moral,No ,No,False,-149.56044006347656,-148.83920288085938,0.3271206021308899,0.6728793978691101,all_virtue
167,neutral,Yes ,No,False,-139.9263458251953,-139.7081298828125,0.4456614851951599,0.5543385744094849,all_virtue
167,neutral,No ,No,False,-144.63502502441406,-144.4394073486328,0.45125094056129456,0.5487490892410278,all_virtue
168,moral,Yes ,No,False,-171.81552124023438,-171.73919677734375,0.48092809319496155,0.5190718173980713,all_virtue
168,moral,No ,No,False,-169.37704467773438,-169.08656311035156,0.4278859794139862,0.5721139907836914,all_virtue
168,neutral,Yes ,No,False,-135.7798614501953,-135.62608337402344,0.46163105964660645,0.5383689403533936,all_virtue
168,neutral,No ,No,False,-135.25662231445312,-135.02699279785156,0.4428435266017914,0.5571564435958862,all_virtue
169,moral,Yes ,No,False,-143.90426635742188,-142.83079528808594,0.2547435164451599,0.7452564239501953,all_virtue
169,moral,No ,No,False,-153.60897827148438,-152.67501831054688,0.28212201595306396,0.717877984046936,all_virtue
169,neutral,Yes ,No,False,-140.47608947753906,-138.74269104003906,0.15015339851379395,0.849846601486206,all_virtue
169,neutral,No ,No,False,-145.7580108642578,-144.08926391601562,0.15859130024909973,0.8414086699485779,all_virtue
170,moral,Yes ,No,False,-152.10064697265625,-151.2902374267578,0.3078032433986664,0.692196786403656,all_virtue
170,moral,No ,No,False,-158.7433624267578,-158.307861328125,0.39281347393989563,0.607186496257782,all_virtue
170,neutral,Yes ,No,False,-130.9957733154297,-130.5705108642578,0.3952581584453583,0.6047418117523193,all_virtue
170,neutral,No ,No,False,-133.21923828125,-133.04165649414062,0.4557208716869354,0.544279158115387,all_virtue
171,moral,Yes ,No,False,-163.00634765625,-162.4904022216797,0.3738008439540863,0.6261991858482361,all_virtue
171,moral,No ,No,False,-152.57928466796875,-151.8990936279297,0.33621862530708313,0.6637812852859497,all_virtue
171,neutral,Yes ,No,False,-154.1796875,-153.4379119873047,0.32261601090431213,0.6773839592933655,all_virtue
171,neutral,No ,No,False,-149.0518798828125,-148.4810791015625,0.3610520660877228,0.6389479041099548,all_virtue
172,moral,Yes ,No,False,-153.00624084472656,-152.05113220214844,0.27785858511924744,0.7221413850784302,all_virtue
172,moral,No ,No,False,-151.45675659179688,-151.08026123046875,0.4069724380970001,0.5930275321006775,all_virtue
172,neutral,Yes ,No,False,-138.1665496826172,-137.187255859375,0.27303192019462585,0.7269680500030518,all_virtue
172,neutral,No ,No,False,-138.5157470703125,-138.0908966064453,0.3953566551208496,0.6046433448791504,all_virtue
173,moral,Yes ,No,False,-153.22300720214844,-152.5191650390625,0.3309609293937683,0.6690390706062317,all_virtue
173,moral,No ,No,False,-154.7353057861328,-153.78497314453125,0.27881792187690735,0.7211820483207703,all_virtue
173,neutral,Yes ,No,False,-137.31484985351562,-136.93966674804688,0.40728920698165894,0.5927107930183411,all_virtue
173,neutral,No ,No,False,-140.66249084472656,-140.18380737304688,0.382563054561615,0.617436945438385,all_virtue
174,moral,Yes ,No,False,-172.5521697998047,-172.05987548828125,0.37935319542884827,0.6206467151641846,all_virtue
174,moral,No ,No,False,-169.19354248046875,-168.6346435546875,0.3638022840023041,0.6361977458000183,all_virtue
174,neutral,Yes ,No,False,-162.9415283203125,-162.5096893310547,0.39368727803230286,0.6063126921653748,all_virtue
174,neutral,No ,No,False,-158.56784057617188,-157.9282989501953,0.34535014629364014,0.6546497941017151,all_virtue
175,moral,Yes ,No,False,-150.1354217529297,-150.090576171875,0.48879051208496094,0.5112095475196838,all_virtue
175,moral,No ,No,False,-147.0178985595703,-146.31309509277344,0.3307481110095978,0.6692519187927246,all_virtue
175,neutral,Yes ,No,False,-141.80592346191406,-141.59422302246094,0.4472716450691223,0.5527282953262329,all_virtue
175,neutral,No ,No,False,-143.10569763183594,-142.52157592773438,0.3579847514629364,0.642015278339386,all_virtue
176,moral,Yes ,No,False,-147.19154357910156,-145.80332946777344,0.19969302415847778,0.8003069758415222,all_virtue
176,moral,No ,No,False,-144.48919677734375,-142.75306701660156,0.1498051881790161,0.8501948118209839,all_virtue
176,neutral,Yes ,Yes,False,-121.91030883789062,-122.12425231933594,0.5532827973365784,0.446717232465744,all_virtue
176,neutral,No ,Yes,False,-116.0025634765625,-116.21839141845703,0.5537485480308533,0.4462515115737915,all_virtue
177,moral,Yes ,No,False,-161.4265594482422,-161.1347198486328,0.42755353450775146,0.5724464058876038,all_virtue
177,moral,No ,No,False,-164.3669891357422,-163.62916564941406,0.3234802782535553,0.6765197515487671,all_virtue
177,neutral,Yes ,Yes,False,-143.58700561523438,-143.70858764648438,0.5303581357002258,0.46964189410209656,all_virtue
177,neutral,No ,No,False,-145.54513549804688,-145.39236450195312,0.4618813693523407,0.5381186604499817,all_virtue
178,moral,Yes ,No,False,-157.74842834472656,-157.51931762695312,0.4429715871810913,0.5570284724235535,all_virtue
178,moral,No ,No,False,-156.33181762695312,-156.16542053222656,0.45849645137786865,0.5415035486221313,all_virtue
178,neutral,Yes ,No,False,-152.4761962890625,-152.01333618164062,0.38630756735801697,0.6136924624443054,all_virtue
178,neutral,No ,No,False,-148.3561553955078,-147.97161865234375,0.4050331711769104,0.5949668884277344,all_virtue
179,moral,Yes ,No,False,-165.3760528564453,-164.86257934570312,0.37437960505485535,0.625620424747467,all_virtue
179,moral,No ,No,False,-163.6227264404297,-162.73193359375,0.29094624519348145,0.7090537548065186,all_virtue
179,neutral,Yes ,No,False,-141.3250274658203,-141.0355682373047,0.4281362295150757,0.5718637108802795,all_virtue
179,neutral,No ,No,False,-136.86195373535156,-136.4209442138672,0.39150044322013855,0.6084995269775391,all_virtue
180,moral,Yes ,No,False,-150.4197235107422,-149.59591674804688,0.30495619773864746,0.6950438022613525,all_virtue
180,moral,No ,No,False,-156.1473388671875,-155.3632354736328,0.3134361803531647,0.6865637898445129,all_virtue
180,neutral,Yes ,No,False,-146.17616271972656,-145.67616271972656,0.3775406777858734,0.622459352016449,all_virtue
180,neutral,No ,No,False,-152.36611938476562,-151.9051055908203,0.3867453634738922,0.6132546663284302,all_virtue
181,moral,Yes ,No,False,-165.62261962890625,-164.41639709472656,0.23037011921405792,0.7696298956871033,all_virtue
181,moral,No ,No,False,-154.18231201171875,-153.36463928222656,0.3062579035758972,0.6937420964241028,all_virtue
181,neutral,Yes ,No,False,-147.33721923828125,-146.4741668701172,0.29670199751853943,0.7032979726791382,all_virtue
181,neutral,No ,No,False,-137.5224609375,-136.6028289794922,0.28503289818763733,0.7149671316146851,all_virtue
182,moral,Yes ,No,False,-157.49073791503906,-156.96334838867188,0.3711259365081787,0.6288740634918213,all_virtue
182,moral,No ,No,False,-167.13180541992188,-166.28707885742188,0.3005402386188507,0.6994597315788269,all_virtue
182,neutral,Yes ,No,False,-140.18099975585938,-140.0856475830078,0.47617998719215393,0.5238199830055237,all_virtue
182,neutral,No ,No,False,-148.92202758789062,-148.4958038330078,0.39502841234207153,0.6049715876579285,all_virtue
183,moral,Yes ,No,False,-170.6362762451172,-170.52188110351562,0.4714323878288269,0.5285676717758179,all_virtue
183,moral,No ,No,False,-173.4111785888672,-172.93067932128906,0.38213425874710083,0.617865800857544,all_virtue
183,neutral,Yes ,No,False,-140.94924926757812,-140.78689575195312,0.4595005512237549,0.5404994487762451,all_virtue
183,neutral,No ,No,False,-147.7335205078125,-147.42141723632812,0.4226014316082001,0.5773985385894775,all_virtue
184,moral,Yes ,No,False,-130.34962463378906,-129.63145446777344,0.327796071767807,0.6722039580345154,all_virtue
184,moral,No ,No,False,-127.8597412109375,-127.2034912109375,0.3415825068950653,0.6584175229072571,all_virtue
184,neutral,Yes ,No,False,-123.08163452148438,-122.79207611083984,0.4281119704246521,0.5718880295753479,all_virtue
184,neutral,No ,No,False,-123.22026824951172,-123.1722412109375,0.48799553513526917,0.5120044350624084,all_virtue
185,moral,Yes ,No,False,-151.5942840576172,-150.92803955078125,0.3393382430076599,0.6606616973876953,all_virtue
185,moral,No ,No,False,-152.29623413085938,-151.759033203125,0.36883896589279175,0.6311610341072083,all_virtue
185,neutral,Yes ,Yes,False,-148.9220733642578,-148.94580078125,0.505931556224823,0.4940684139728546,all_virtue
185,neutral,No ,No,False,-149.7607879638672,-149.68528747558594,0.4811338782310486,0.5188661813735962,all_virtue
186,moral,Yes ,No,False,-168.16250610351562,-167.51734924316406,0.3440817594528198,0.6559182405471802,all_virtue
186,moral,No ,No,False,-170.96994018554688,-170.43984985351562,0.37049585580825806,0.6295042037963867,all_virtue
186,neutral,Yes ,No,False,-141.18637084960938,-140.1299285888672,0.25798994302749634,0.7420100569725037,all_virtue
186,neutral,No ,No,False,-141.54501342773438,-140.78334045410156,0.3182831406593323,0.6817168593406677,all_virtue
187,moral,Yes ,No,False,-157.10853576660156,-156.8830108642578,0.44385653734207153,0.5561434626579285,all_virtue
187,moral,No ,No,False,-158.16981506347656,-157.89447021484375,0.43159541487693787,0.5684045553207397,all_virtue
187,neutral,Yes ,No,False,-146.0067901611328,-145.6247100830078,0.4056253135204315,0.5943747162818909,all_virtue
187,neutral,No ,No,False,-149.82383728027344,-149.4335479736328,0.40364766120910645,0.5963523387908936,all_virtue
188,moral,Yes ,No,False,-165.72265625,-164.69134521484375,0.2628300189971924,0.7371699810028076,all_virtue
188,moral,No ,No,False,-162.63650512695312,-161.45831298828125,0.23537738621234894,0.7646225690841675,all_virtue
188,neutral,Yes ,No,False,-152.57003784179688,-152.47267150878906,0.47567763924598694,0.5243223905563354,all_virtue
188,neutral,No ,No,False,-145.59910583496094,-145.57879638671875,0.49492281675338745,0.5050771832466125,all_virtue
189,moral,Yes ,No,False,-157.4907989501953,-156.72767639160156,0.3179686963558197,0.6820312738418579,all_virtue
189,moral,No ,No,False,-164.88491821289062,-163.8301239013672,0.25830551981925964,0.7416945099830627,all_virtue
189,neutral,Yes ,No,False,-145.54393005371094,-145.4564208984375,0.47813665866851807,0.5218633413314819,all_virtue
189,neutral,No ,No,False,-154.79095458984375,-154.3086395263672,0.381705641746521,0.6182944178581238,all_virtue
190,moral,Yes ,No,False,-144.42446899414062,-143.9591522216797,0.38572534918785095,0.6142747402191162,all_virtue
190,moral,No ,No,False,-152.54710388183594,-152.0948486328125,0.3888246715068817,0.6111752986907959,all_virtue
190,neutral,Yes ,No,False,-142.60240173339844,-142.51499938964844,0.47816333174705505,0.5218366980552673,all_virtue
190,neutral,No ,No,False,-149.8641357421875,-149.59268188476562,0.43255022168159485,0.5674498081207275,all_virtue
191,moral,Yes ,No,False,-156.2578887939453,-155.83541870117188,0.3959258198738098,0.6040741801261902,all_virtue
191,moral,No ,No,False,-157.9390106201172,-157.42623901367188,0.37454402446746826,0.6254559755325317,all_virtue
191,neutral,Yes ,No,False,-147.56716918945312,-147.03353881835938,0.3696705400943756,0.630329430103302,all_virtue
191,neutral,No ,No,False,-149.11737060546875,-148.6644287109375,0.38866153359413147,0.6113384962081909,all_virtue
192,moral,Yes ,No,False,-173.98048400878906,-173.49923706054688,0.3819577395915985,0.6180422902107239,all_virtue
192,moral,No ,No,False,-174.386962890625,-173.7107696533203,0.3371114432811737,0.6628885269165039,all_virtue
192,neutral,Yes ,No,False,-155.04623413085938,-154.91384887695312,0.4669519066810608,0.5330480337142944,all_virtue
192,neutral,No ,No,False,-154.2239990234375,-153.9286651611328,0.42669856548309326,0.5733014345169067,all_virtue
193,moral,Yes ,No,False,-155.5225067138672,-155.34915161132812,0.4567694664001465,0.5432305932044983,all_virtue
193,moral,No ,No,False,-159.07379150390625,-158.76150512695312,0.4225567579269409,0.5774432420730591,all_virtue
193,neutral,Yes ,Yes,False,-148.78717041015625,-148.95138549804688,0.540961742401123,0.45903822779655457,all_virtue
193,neutral,No ,Yes,False,-151.73780822753906,-151.74903869628906,0.5028076171875,0.4971924424171448,all_virtue
194,moral,Yes ,No,False,-148.40283203125,-147.41183471679688,0.2707151174545288,0.7292848825454712,all_virtue
194,moral,No ,No,False,-149.28070068359375,-148.45594787597656,0.30475571751594543,0.695244312286377,all_virtue
194,neutral,Yes ,No,False,-121.04862213134766,-120.3433837890625,0.3306518495082855,0.6693481802940369,all_virtue
194,neutral,No ,No,False,-132.2081756591797,-131.77102661132812,0.3924204707145691,0.6075794696807861,all_virtue
195,moral,Yes ,No,False,-167.06219482421875,-166.8975372314453,0.4589283764362335,0.5410716533660889,all_virtue
195,moral,No ,No,False,-165.06216430664062,-164.7144317626953,0.4139323830604553,0.5860676169395447,all_virtue
195,neutral,Yes ,No,False,-148.10394287109375,-147.90054321289062,0.44932466745376587,0.5506753325462341,all_virtue
195,neutral,No ,No,False,-147.74209594726562,-147.59323120117188,0.462852418422699,0.5371476411819458,all_virtue
196,moral,Yes ,No,False,-139.68853759765625,-139.44776916503906,0.44009700417518616,0.5599030256271362,all_virtue
196,moral,No ,No,False,-142.1480255126953,-141.74795532226562,0.4012954831123352,0.5987045168876648,all_virtue
196,neutral,Yes ,Yes,False,-148.7823944091797,-149.34996032714844,0.6382013559341431,0.3617986738681793,all_virtue
196,neutral,No ,Yes,False,-150.1746063232422,-150.57044982910156,0.597688615322113,0.40231141448020935,all_virtue
197,moral,Yes ,No,False,-161.26075744628906,-160.73330688476562,0.3711117208003998,0.6288883090019226,all_virtue
197,moral,No ,No,False,-160.35140991210938,-159.8101348876953,0.3678910434246063,0.6321089863777161,all_virtue
197,neutral,Yes ,No,False,-145.74002075195312,-145.63644409179688,0.47412896156311035,0.5258710384368896,all_virtue
197,neutral,No ,No,False,-142.45980834960938,-142.32901000976562,0.4673469364643097,0.5326530337333679,all_virtue
198,moral,Yes ,No,False,-165.99456787109375,-165.76480102539062,0.44280970096588135,0.5571903586387634,all_virtue
198,moral,No ,No,False,-166.88148498535156,-166.50466918945312,0.40689513087272644,0.593104898929596,all_virtue
198,neutral,Yes ,Yes,False,-136.23094177246094,-136.4854278564453,0.5632804036140442,0.4367196261882782,all_virtue
198,neutral,No ,No,False,-132.547119140625,-132.40325927734375,0.46409690380096436,0.5359030365943909,all_virtue
199,moral,Yes ,Yes,False,-161.67401123046875,-161.84776306152344,0.5433290004730225,0.45667099952697754,all_virtue
199,moral,No ,No,False,-162.98828125,-162.69970703125,0.428352952003479,0.571647047996521,all_virtue
199,neutral,Yes ,No,False,-147.96847534179688,-147.4273223876953,0.3679194152355194,0.6320805549621582,all_virtue
199,neutral,No ,No,False,-150.83375549316406,-150.1970672607422,0.34599554538726807,0.6540044546127319,all_virtue
200,moral,Yes ,No,False,-150.42941284179688,-149.24066162109375,0.23348234593868256,0.7665176391601562,all_virtue
200,moral,No ,No,False,-158.8983154296875,-157.71331787109375,0.2341548055410385,0.7658451795578003,all_virtue
200,neutral,Yes ,No,False,-147.0862579345703,-146.95091247558594,0.46621519327163696,0.533784806728363,all_virtue
200,neutral,No,No,True,-154.58480834960938,-154.44227600097656,0.46442711353302,0.53557288646698,all_virtue
0,moral,Yes ,No,False,-151.73904418945312,-150.37429809570312,0.20347003638744354,0.79653000831604,control_all_virtue
0,moral,No ,No,False,-150.29100036621094,-148.9368438720703,0.20519167184829712,0.7948083281517029,control_all_virtue
0,neutral,Yes ,No,False,-124.47881317138672,-123.68838500976562,0.31207674741744995,0.68792325258255,control_all_virtue
0,neutral,No ,No,False,-122.49166870117188,-121.76097869873047,0.32504335045814514,0.6749566793441772,control_all_virtue
1,moral,Yes ,No,False,-128.325439453125,-127.3433609008789,0.2724795639514923,0.7275204658508301,control_all_virtue
1,moral,No ,No,False,-131.8222198486328,-130.6180419921875,0.23073284327983856,0.769267201423645,control_all_virtue
1,neutral,Yes ,No,False,-132.83203125,-131.4697265625,0.20386599004268646,0.7961340546607971,control_all_virtue
1,neutral,No ,No,False,-135.25877380371094,-133.73526000976562,0.1789446771144867,0.8210552930831909,control_all_virtue
2,moral,Yes ,No,False,-137.146484375,-136.11434936523438,0.2626703977584839,0.7373296022415161,control_all_virtue
2,moral,No ,No,False,-140.23304748535156,-139.0255584716797,0.2301456332206726,0.7698543667793274,control_all_virtue
2,neutral,Yes ,No,False,-119.18214416503906,-117.78073120117188,0.19759200513362885,0.8024080395698547,control_all_virtue
2,neutral,No ,No,False,-125.87407684326172,-124.24588775634766,0.16407857835292816,0.8359213471412659,control_all_virtue
3,moral,Yes ,No,False,-149.68971252441406,-148.18136596679688,0.18118394911289215,0.8188160061836243,control_all_virtue
3,moral,No ,No,False,-151.6199493408203,-150.42677307128906,0.23269134759902954,0.7673086524009705,control_all_virtue
3,neutral,Yes ,No,False,-130.78323364257812,-129.18112182617188,0.16768665611743927,0.8323132991790771,control_all_virtue
3,neutral,No ,No,False,-132.24948120117188,-130.92559814453125,0.21017298102378845,0.7898269891738892,control_all_virtue
4,moral,Yes ,No,False,-140.1558380126953,-138.65023803710938,0.18159179389476776,0.818408191204071,control_all_virtue
4,moral,No ,No,False,-136.88818359375,-135.0421142578125,0.13633506000041962,0.8636649250984192,control_all_virtue
4,neutral,Yes ,No,False,-127.57903289794922,-125.93606567382812,0.16206172108650208,0.8379383087158203,control_all_virtue
4,neutral,No ,No,False,-125.68833923339844,-123.47998046875,0.09900237619876862,0.9009976387023926,control_all_virtue
5,moral,Yes ,No,False,-146.00094604492188,-144.27667236328125,0.15132150053977966,0.848678469657898,control_all_virtue
5,moral,No ,No,False,-134.50881958007812,-133.17529296875,0.20857661962509155,0.7914233803749084,control_all_virtue
5,neutral,Yes ,No,False,-137.41070556640625,-135.3350067138672,0.11148130148649216,0.8885186910629272,control_all_virtue
5,neutral,No ,No,False,-127.95955657958984,-126.30982971191406,0.16114585101604462,0.8388540744781494,control_all_virtue
6,moral,Yes ,No,False,-140.40855407714844,-138.84080505371094,0.17253753542900085,0.8274624943733215,control_all_virtue
6,moral,No ,No,False,-148.61378479003906,-147.47657775878906,0.24283351004123688,0.7571664452552795,control_all_virtue
6,neutral,Yes ,No,False,-124.22184753417969,-122.81612396240234,0.19690944254398346,0.8030905723571777,control_all_virtue
6,neutral,No ,No,False,-132.26971435546875,-131.29685974121094,0.274311900138855,0.7256881594657898,control_all_virtue
7,moral,Yes ,No,False,-120.1484375,-119.06006622314453,0.25192511081695557,0.7480748891830444,control_all_virtue
7,moral,No ,No,False,-124.16838073730469,-122.60274505615234,0.1728394478559494,0.8271605372428894,control_all_virtue
7,neutral,Yes ,No,False,-114.50737762451172,-112.90760040283203,0.16801275312900543,0.8319872617721558,control_all_virtue
